battery_id,raw_cycle_id,discharge_cycle_id,capacity_ah,num_samples,duration_s,start_voltage_v,end_voltage_v,start_temperature_c,end_temperature_c
B0018,3,1,1.8550045207910817,366,3434.891,4.188108651124536,3.0532303394443336,23.8195202516044,37.205671298442724
B0018,7,2,1.8431955317089987,362,3425.485,4.18651605270106,3.0882001701258264,24.314787074430125,37.1554752249802
B0018,11,3,1.8396018424355423,358,3410.375,4.188811210133346,3.0768576543441712,23.743894249188806,36.68085192616301
B0018,15,4,1.8306736044962053,355,3404.719,4.188875360300162,3.102423910252407,23.227856809949373,36.044870471573375
B0018,18,5,1.8327002069419656,354,3417.641,4.189872293159027,3.117644174420054,24.42206822884841,37.08459676501942
B0018,20,6,1.8285288846046388,351,3411.766,4.190288371391284,3.114007318732072,24.695286535085184,37.05331129361261
B0018,22,7,1.8212011895697924,348,3399.516,4.190037536076311,3.1692830921950352,24.31366014142129,36.35145350341456
B0018,24,8,1.8151700106433282,345,3388.75,4.190297406725935,3.1646802675456325,23.917267950078497,36.12752492774365
B0018,27,9,1.8042980520967649,342,3380.406,4.188312445698188,3.1668909591239487,23.654641102277676,36.03872901811676
B0018,30,10,1.8231002302844226,343,3404.141,4.191467835993785,3.1441755314766398,23.598003231352457,36.34921921988254
B0018,32,11,1.8121253520255494,340,3396.141,4.190699409462101,3.163511863010266,24.128289583549112,36.4178581228395
B0018,34,12,1.8046916382117766,337,3384.094,4.19016920493495,3.1974525364121273,24.010997010837933,35.98523209189505
B0018,36,13,1.790844349786295,334,3370.656,4.189633938587357,3.234382458426959,23.554546705686526,35.35847797557853
B0018,39,14,1.783470722841926,331,3357.797,4.188143316830064,3.241810891419118,23.09050168217513,35.094118019273054
B0018,42,15,1.7809386125310702,330,3363.015,4.193543208571066,3.227333797828033,23.303545495488407,35.57799245745088
B0018,44,16,1.771209039672698,327,3357.734,4.190238041929225,3.238447609004798,24.000119916961825,35.99210616516079
B0018,46,17,1.7686303996707076,325,3344.187,4.19075698083662,3.252365295673925,24.23041646524131,35.931644654969475
B0018,48,18,1.7536304801917124,323,3339.969,4.189715378549557,3.2983555817913413,23.79566158754756,35.13854124956218
B0018,51,19,1.7462197416415093,320,3327.641,4.187635645163932,3.2990994533827798,23.127324953354822,34.75361972689546
B0018,54,20,1.7376647337053737,317,3312.844,4.191004692440202,3.28291220363392,22.780967262070938,34.666837349713695
B0018,56,21,1.7315166735475835,315,3302.031,4.1906972904216495,3.3143599232411147,22.582383910882058,34.31957482775571
B0018,58,22,1.7085949894470602,314,3305.547,4.185877977731026,3.3370959869036043,22.714077867822585,34.051590109389295
B0018,60,23,1.711469957068211,311,3289.562,4.1877866486247814,3.3453964577303217,22.661790233729448,34.14004929888797
B0018,63,24,1.7075021373272627,309,3283.797,4.188166619589718,3.3565387762510492,22.508167425430855,34.03941374970176
B0018,66,25,1.7492382064360228,312,3325.235,4.18962510592865,3.2912719461365696,22.617913881565325,34.67226841883252
B0018,68,26,1.7327697147429955,310,3317.547,4.190150750158746,3.2997248344053327,23.430543376853603,35.34646736786303
